O_ORDERKEY,O_CUSTKEY,O_ORDERSTATUS,O_TOTALPRICE,O_ORDERDATE,O_ORDERPRIORITY,O_CLERK,O_SHIPPRIORITY,O_COMMENT
6621862,118562,F,132180.95,3/31/1994,5-LOW,Clerk#000007703,0,equests wake busily furiously final instructions. slyly regular packages acc
6621863,658213,O,271798.71,3/24/1996,5-LOW,Clerk#000001520,0, use against the carefully ironic foxes. carefully specia
6621888,74155,O,86516.69,4/20/1998,2-HIGH,Clerk#000008944,0,to beans use slyly acro
6621889,1297186,O,69537.56,7/27/1998,1-URGENT,Clerk#000001659,0, integrate blithely across the slyly final deposits. furiously regular
6621890,785900,F,96862.70,4/5/1993,2-HIGH,Clerk#000001424,0,s cajole among the ironic
6621891,1105916,F,104780.70,3/30/1995,5-LOW,Clerk#000009562,0,ully even theodolites sleep quickly. car
6621892,628256,O,87265.23,5/29/1996,2-HIGH,Clerk#000000433,0,sly even instructions? even depos
6621893,594472,O,89058.87,10/5/1996,4-NOT SPECIFIED,Clerk#000001361,0,eep slyly doggedly daring foxes. r
6621894,1264048,O,42840.72,7/11/1996,3-MEDIUM,Clerk#000005866,0,ss ideas cajole thinly b
6621895,338536,O,218793.95,5/7/1998,5-LOW,Clerk#000007395,0,nding waters. blithely regular accounts run f
6621920,261698,O,164694.93,4/12/1998,5-LOW,Clerk#000001296,0,iously against the expre
6621921,355066,F,265745.49,9/28/1992,1-URGENT,Clerk#000003553,0,e blithely final foxes. furiously unusual ideas unwind daringly. ironic 
6621922,591238,O,32317.40,8/16/1995,5-LOW,Clerk#000004548,0,thless packages. bold pinto beans alongside of the permane
6621923,908176,O,67321.46,8/13/1997,2-HIGH,Clerk#000006118,0, quickly unusual ins
6621924,1198492,F,242750.27,11/13/1993,3-MEDIUM,Clerk#000003519,0,blithely slyly even accounts. daringly silent requests are. slyly pending
6621925,1054672,O,214733.88,6/4/1997,3-MEDIUM,Clerk#000007582,0,carefully final instructions cajole furiously slyly ironic war
6621926,368530,P,125832.04,5/19/1995,2-HIGH,Clerk#000009092,0,"ructions. ironic, regular asymptotes"
6621927,353083,F,175132.23,3/31/1993,5-LOW,Clerk#000007350,0,ckages haggle after the carefully pending deposits. special packag
6621952,250189,F,80526.61,7/27/1994,3-MEDIUM,Clerk#000006696,0,regular theodolites. slowly special instructions 
6621953,394978,O,50737.00,7/5/1995,4-NOT SPECIFIED,Clerk#000008120,0, the slyly bold theodolit
6621954,888055,O,253846.07,4/15/1998,4-NOT SPECIFIED,Clerk#000007536,0, packages nod quickly atop the bold dependenc
6621955,526192,F,86994.79,2/28/1994,5-LOW,Clerk#000001365,0,regular theodolites dete
6621956,1188952,F,204797.40,9/10/1992,2-HIGH,Clerk#000008466,0,e special ideas haggle furiously blithe 
6621957,1184560,O,129468.37,7/30/1998,4-NOT SPECIFIED,Clerk#000003439,0,"unts. special, bold theodolites integrate slyly about the even, special ac"
6621958,880532,F,119743.70,4/4/1993,1-URGENT,Clerk#000001362,0,ourts haggle furiously about the sly
6621959,84997,F,236784.06,5/27/1993,2-HIGH,Clerk#000000017,0, requests nag slyly. regular ideas against the
6621984,543571,F,57533.36,3/7/1993,5-LOW,Clerk#000008540,0,regular platelets haggle blithely against the deposits. dep
6621985,765083,F,149808.67,1/26/1993,4-NOT SPECIFIED,Clerk#000006204,0,sleep carefully theodolites. slyly final dependencies hinder blithely alon
6621986,748405,O,168766.09,2/11/1996,4-NOT SPECIFIED,Clerk#000007408,0,s are carefully fluffily eve
6621987,912952,O,289983.93,4/27/1997,5-LOW,Clerk#000005639,0,"e silent, regular dolphins nag furiously regular deposits. final requ"
6621988,472765,F,7094.83,1/31/1995,1-URGENT,Clerk#000000082,0,yly final packages across the slyly even ideas are f
6621989,230803,O,173466.09,7/13/1997,3-MEDIUM,Clerk#000008029,0,l deposits affix slyly. ironic packages print blithely slyly regular deposits
6621990,86540,O,102593.43,10/4/1995,4-NOT SPECIFIED,Clerk#000009424,0,sits. bold instructions above the slyly unusual depos
6621991,973909,F,40516.23,5/3/1992,1-URGENT,Clerk#000003078,0,lent multipliers cajole ironically
6622016,462067,F,211753.53,2/15/1992,4-NOT SPECIFIED,Clerk#000006811,0,heodolites. carefully regular dolphins cajole carefully with the carefully
6622017,435308,F,169909.76,2/20/1993,3-MEDIUM,Clerk#000001922,0,ual packages sleep above the un
6622018,718016,F,170863.14,2/21/1995,3-MEDIUM,Clerk#000009908,0," furiously special platelets wake unusual packages. ideas sleep. ironic, ex"
6622019,182909,O,309944.76,12/7/1997,2-HIGH,Clerk#000005187,0,"quickly final instructions sleep blithely across the special, unu"
6622020,635383,O,217323.97,6/23/1997,4-NOT SPECIFIED,Clerk#000007095,0,"the even, pending theodolites. final dependencies "
6622021,379549,F,10489.06,7/15/1992,3-MEDIUM,Clerk#000005191,0,eas. bold theodolites ha
6622022,1072133,F,66187.51,1/26/1993,1-URGENT,Clerk#000009969,0,nal accounts among the car
6622023,1332829,O,301071.12,7/13/1997,4-NOT SPECIFIED,Clerk#000004535,0,even requests sleep. fluffily final accounts sleep.
6622048,1340179,O,18670.83,3/19/1998,1-URGENT,Clerk#000005773,0,its boost ironically according to the blithely final excus
6622049,376408,O,263835.45,5/21/1997,3-MEDIUM,Clerk#000007062,0,h. bold pearls are slyly regular dependenci
6622050,785969,F,13375.16,5/23/1994,5-LOW,Clerk#000003996,0,arefully ironic foxes. carefully final deposits doze slyly slyly silent pac
6622051,766571,F,107571.61,8/31/1994,1-URGENT,Clerk#000003202,0,ular hockey players wake bli
6622052,248008,F,51295.59,11/10/1993,5-LOW,Clerk#000000684,0,al pinto beans sleep between the furiously regular requests. regular theodol
6622053,1241555,O,106642.30,10/23/1996,1-URGENT,Clerk#000007214,0,oxes alongside of the furiously unusual platelets cajole against 
6622054,307937,O,275786.03,8/20/1997,5-LOW,Clerk#000002704,0,ly. slyly pending instructions according to the even ideas sleep slyly slyly f
6622055,486229,F,229672.95,3/29/1993,1-URGENT,Clerk#000007369,0,uests about the blithely ironic packages cajole quickl
6622080,18511,O,308199.99,7/13/1995,3-MEDIUM,Clerk#000007324,0,ly final waters. instructions sublate slyly-- furiously final requests haggle
6622081,595174,O,124673.65,5/13/1998,2-HIGH,Clerk#000000348,0,"egular, silent dependencies: regul"
6622082,1068181,O,109635.10,12/6/1997,1-URGENT,Clerk#000003909,0,ss deposits cajole! quickly pending packages cajole furiously! reg
6622083,904810,O,237708.73,5/12/1997,1-URGENT,Clerk#000008163,0,could use bold foxes. atta
6622084,122308,O,189934.32,1/23/1998,4-NOT SPECIFIED,Clerk#000002231,0,"sts lose furiously around the unusual, regular accounts. boldly special excus"
6622085,604516,F,88410.14,4/2/1992,1-URGENT,Clerk#000007042,0,ic braids integrate according to the qui
6622086,576215,F,147697.64,10/22/1994,2-HIGH,Clerk#000004500,0, regular accounts haggle ex
6622087,429394,F,194153.77,6/17/1992,5-LOW,Clerk#000001037,0," bold accounts. ironic, even asymptotes cajole "
6622112,311465,O,248166.45,9/22/1996,1-URGENT,Clerk#000004803,0,express ideas sleep furiously. slyly regular packages above
6622113,1282186,O,87484.68,7/27/1998,3-MEDIUM,Clerk#000003500,0,es must have to haggle slyly across the reg
6622114,691576,F,79683.43,1/8/1995,5-LOW,Clerk#000001778,0," across the express, "
6622115,1315426,O,231187.08,11/9/1996,4-NOT SPECIFIED,Clerk#000007026,0,gular ideas cajole. fluffily slow courts along the carefully 
6622116,1333816,O,60333.49,1/4/1997,1-URGENT,Clerk#000002757,0, bold pinto beans are ruthlessly final packages. slyly unusual packages sleep 
6622117,1417274,F,119482.69,10/9/1992,4-NOT SPECIFIED,Clerk#000003042,0,re furiously unusual 
6622118,117778,O,74274.58,8/14/1996,4-NOT SPECIFIED,Clerk#000002165,0,sual accounts across the slyly
6622119,963754,O,277324.90,2/5/1998,5-LOW,Clerk#000007531,0,ring pinto beans. bold 
6622144,780199,F,139028.76,8/26/1992,1-URGENT,Clerk#000009472,0,arefully regular requests. carefully special ideas hagg
6622145,1295707,P,314443.84,3/31/1995,2-HIGH,Clerk#000007828,0, requests cajole slyly according to the
6622146,1445791,F,219737.14,4/6/1994,1-URGENT,Clerk#000003585,0,"counts. deposits haggle carefully pending, fina"
6622147,885898,F,158899.88,2/24/1995,3-MEDIUM,Clerk#000008564,0,jole. requests boost alongside of the slyly
6622148,273944,F,154027.81,3/19/1994,4-NOT SPECIFIED,Clerk#000008803,0,equests. regular pinto beans x-ray carefully. slyly special ac
6622149,670084,F,220233.86,5/8/1992,3-MEDIUM,Clerk#000007491,0,iously pending asymptotes. quickly ironic deposits affix carefully. final
6622150,95609,F,66776.73,1/28/1992,3-MEDIUM,Clerk#000005923,0,s are. slyly even accounts cajole. platelets use carefully about the f
6622151,386530,F,166205.72,5/23/1992,2-HIGH,Clerk#000007459,0,riously. bold deposits unwin
6622176,1377817,O,292013.38,4/7/1996,2-HIGH,Clerk#000008630,0,"e final, bold requests. regular theodolites haggle furiously along "
6622177,1469630,O,26765.57,5/24/1996,4-NOT SPECIFIED,Clerk#000003374,0,"inst the pending, exp"
6622178,1068400,O,159317.38,8/16/1996,5-LOW,Clerk#000001176,0,le. fluffily unusual platelets haggle furiously ab
6622179,93095,O,334485.48,12/26/1996,3-MEDIUM,Clerk#000007525,0,"ross the special, express forges. accounts against the regular accounts hagg"
6622180,146498,F,141520.71,12/10/1993,2-HIGH,Clerk#000009296,0,fully special dolphins sleep carefully.
6622181,691075,F,192385.91,1/2/1995,5-LOW,Clerk#000004964,0,ss theodolites. bold
6622182,371986,F,304140.50,5/13/1994,2-HIGH,Clerk#000005946,0,packages play furiously around the fluffily final
6622183,1448767,O,114302.91,9/22/1995,4-NOT SPECIFIED,Clerk#000001292,0, theodolites around the even for
6622208,1393451,F,244295.06,3/4/1992,5-LOW,Clerk#000006089,0,tions. slyly special packages use c
6622209,216202,F,61828.87,9/22/1993,2-HIGH,Clerk#000005661,0,ickly about the ironic deposits. regular as
6622210,693508,F,199435.97,10/17/1992,5-LOW,Clerk#000002681,0,haggle slyly! special foxes sleep furiously ironic f
6622211,756826,O,73260.16,12/22/1995,2-HIGH,Clerk#000003516,0, cajole slyly. furiously ironic theodolites haggle fl
6622212,1446727,F,121580.35,12/7/1992,3-MEDIUM,Clerk#000000719,0,osits haggle blithely carefully regular packages. regular pinto beans
6622213,140320,O,77367.97,6/28/1997,3-MEDIUM,Clerk#000009010,0,bout the slyly final pin
6622214,354943,O,98559.97,1/4/1998,4-NOT SPECIFIED,Clerk#000008054,0,foxes. quickly even grouches boost carefully. unusual packages around
6622215,16624,O,122026.02,2/1/1998,4-NOT SPECIFIED,Clerk#000004951,0,ickly regular courts nod quickly a
6622240,371296,F,354658.69,7/5/1993,5-LOW,Clerk#000005172,0,"usly along the ironic, final foxes. slyly pending asymptot"
6622241,339685,F,327613.85,2/9/1995,3-MEDIUM,Clerk#000001303,0,leep among the furiously unusual deposits. ironic hockey players sublate. blit
6622242,77702,O,19130.64,6/2/1997,2-HIGH,Clerk#000005107,0,nusual pinto beans detect throughout the blithely even accounts. iro
6622243,929236,F,29491.33,6/19/1992,1-URGENT,Clerk#000007397,0,ly. carefully ironic packages across th
6622244,1151971,O,137758.00,12/6/1997,3-MEDIUM,Clerk#000009059,0,ress quickly. quickly regular requests boost quickly
6622245,663322,O,152510.40,5/22/1997,3-MEDIUM,Clerk#000006312,0,"al theodolites maintain slyly special, ironic packages. "
6622246,435832,F,111655.11,2/8/1993,1-URGENT,Clerk#000005377,0, even deposits cajole. blithely unusual requests after the regular
6622247,496795,O,88470.09,4/7/1996,1-URGENT,Clerk#000009903,0,s wake furiously pending packages! blithely special instructions cajole. b
6622272,633335,P,180670.91,3/25/1995,3-MEDIUM,Clerk#000001398,0,orbits. regular asymptotes haggle furi
6622273,458251,O,127622.11,8/17/1996,4-NOT SPECIFIED,Clerk#000008274,0,print. express notornis c
6622274,792652,O,271450.97,2/14/1997,2-HIGH,Clerk#000004388,0, silent excuses nag idly abo
6622275,586585,F,176490.68,5/14/1993,1-URGENT,Clerk#000003310,0,ngside of the foxes use 
6622276,709939,F,313551.28,5/3/1993,3-MEDIUM,Clerk#000007181,0,into beans thrash permanently silently final deposit
6622277,933352,O,160036.46,1/10/1998,4-NOT SPECIFIED,Clerk#000009966,0,thely special dependencies. fluffily regul
6622278,1337834,F,320414.74,5/4/1994,1-URGENT,Clerk#000005519,0,fily bold foxes. ironic requests are slyly past the sly foxes! dog
6622279,1469674,O,156257.78,9/20/1996,4-NOT SPECIFIED,Clerk#000001183,0,y even escapades. furiously ironic 
6622304,277751,O,136360.64,5/23/1997,1-URGENT,Clerk#000008709,0,ffix furiously furious deposits. accounts could haggle along the slyly expre
6622305,152062,O,30520.84,7/18/1996,1-URGENT,Clerk#000001152,0,ss ideas. pending excuses h
6622306,1190482,F,166529.96,8/19/1992,2-HIGH,Clerk#000008633,0,d attainments haggl
6622307,1404431,F,118079.79,10/4/1994,1-URGENT,Clerk#000000248,0,g the ironic pinto beans. busily reg
6622308,263315,O,17283.13,5/12/1997,3-MEDIUM,Clerk#000009135,0,fter the quickly regular accounts. even ideas nag.
6622309,533578,F,163413.08,11/10/1993,5-LOW,Clerk#000006925,0,ake enticingly blithely final packages. express instructions above t
6622310,829286,F,235430.90,6/18/1993,5-LOW,Clerk#000007944,0,ep slyly final instructions. final instr
6622311,1298680,O,218354.68,6/3/1997,4-NOT SPECIFIED,Clerk#000002451,0,equests boost slyly idle platelets. fluffily specia
6622336,402547,F,152004.45,2/3/1995,4-NOT SPECIFIED,Clerk#000006011,0,ests sleep instructions. doggedly 
6622337,582142,F,71837.81,12/3/1992,4-NOT SPECIFIED,Clerk#000005141,0,ironic instructions sleep. quick foxe
6622338,1041023,F,167228.83,4/14/1994,3-MEDIUM,Clerk#000003749,0,fts detect final packages. accounts haggle furiously unusual deposi
6622339,462619,F,283098.58,4/12/1993,1-URGENT,Clerk#000008831,0,haggle blithely. bli
6622340,730054,F,99249.32,5/9/1994,4-NOT SPECIFIED,Clerk#000009495,0," pinto beans. special, slow foxes after the slyly regular accounts affix bli"
6622341,1494433,O,110125.91,5/9/1996,5-LOW,Clerk#000008674,0,", final accounts nag busily? slyly regular courts nag against the quick"
6622342,920048,O,77947.93,11/12/1997,1-URGENT,Clerk#000006002,0, instructions. quickly even courts haggle carefully after the blithe
6622343,1246408,O,75435.10,3/21/1998,5-LOW,Clerk#000001448,0,fter the ironic accounts sleep blithely furiously even packages: 
6622368,873277,F,280705.33,12/29/1992,3-MEDIUM,Clerk#000000450,0,"latelets sleep on the special, re"
6622369,1162042,O,208958.34,2/10/1996,1-URGENT,Clerk#000002187,0,"ly bold, special dolphins: final, even hockey players bo"
6622370,412894,F,316200.13,9/30/1992,1-URGENT,Clerk#000003243,0,y express instructions ha
6622371,476362,O,220572.43,7/19/1996,3-MEDIUM,Clerk#000009598,0,regular ideas. blithely final hockey players according to the carefull
6622372,694612,F,144460.17,11/25/1993,2-HIGH,Clerk#000001776,0,"cial requests. theodolites dazzle sly instructions. ironic, bold fo"
6622373,1328353,O,127599.88,6/10/1995,2-HIGH,Clerk#000004920,0, furiously. furiously silent deposits w
6622374,1120337,F,89097.08,1/21/1994,1-URGENT,Clerk#000006604,0,ounts print furiously furiously final instructions. blithely spec
6622375,386,F,6927.14,2/14/1993,1-URGENT,Clerk#000000884,0,ress asymptotes boost outside the quickly iron
6622400,474940,O,158708.83,10/25/1995,3-MEDIUM,Clerk#000006315,0,uickly pending deposits hagg
6622401,803269,O,162979.59,7/15/1998,4-NOT SPECIFIED,Clerk#000001820,0,ely bold accounts are alongside of the carefully regular excuses
6622402,539779,O,42314.85,9/11/1997,2-HIGH,Clerk#000005392,0,ons. furiously pending foxes haggle quickl
6622403,32419,O,72128.14,10/22/1996,4-NOT SPECIFIED,Clerk#000007169,0,es haggle blithely. fluff
6622404,355543,O,244127.00,6/11/1998,3-MEDIUM,Clerk#000003646,0,inal accounts. ideas haggle furiously. bo
6622405,1080391,O,245579.71,7/21/1995,1-URGENT,Clerk#000007711,0,e ruthlessly about the blithely daring instructions. deposits promise fur
6622406,616543,O,331960.69,9/30/1997,2-HIGH,Clerk#000007483,0,iously ironic requests. quickly even 
6622407,233587,O,120490.22,9/26/1996,2-HIGH,Clerk#000000754,0,s sleep blithely. permanently final requests wake slyly. even
6622432,380015,O,151687.33,10/24/1996,4-NOT SPECIFIED,Clerk#000009335,0, instructions integrate
6622433,1398095,O,333224.31,9/28/1996,4-NOT SPECIFIED,Clerk#000006630,0,al platelets. packages sleep. carefully
6622434,281008,O,346365.40,6/12/1996,1-URGENT,Clerk#000003807,0,y unusual accounts. fluffily ironic deposits across the regular deposits
6622435,870898,O,34138.44,10/15/1995,5-LOW,Clerk#000008243,0,ress packages. furiously u
6622436,158525,O,228979.33,3/11/1996,5-LOW,Clerk#000007370,0, fluffily regular deposits cajole. slyly express packages 
6622437,319484,O,26693.54,1/27/1996,5-LOW,Clerk#000008118,0,t according to the fluffily regul
6622438,1067021,F,99162.73,12/2/1993,4-NOT SPECIFIED,Clerk#000009103,0,nal deposits. quickly regular foxes cajole express accounts. 
6622439,917902,F,153644.76,10/18/1993,3-MEDIUM,Clerk#000002774,0,"ngly deposits. even, final pinto beans lose c"
6622464,1157458,O,33370.39,9/18/1996,5-LOW,Clerk#000009704,0, even packages. blithe
6622465,1390360,F,122369.37,10/16/1992,1-URGENT,Clerk#000002754,0,he even ideas wake across 
6622466,778138,O,128293.63,9/4/1997,4-NOT SPECIFIED,Clerk#000005259,0,"r, ironic ideas after the slyly bold excu"
6622467,1153892,O,76333.62,5/19/1998,5-LOW,Clerk#000002669,0,"y bold requests. even, ironic pint"
6622468,1457590,O,217034.33,10/8/1996,4-NOT SPECIFIED,Clerk#000002353,0,"ccounts. even, ironic deposits sleep carefull"
6622469,1204096,P,272895.36,5/4/1995,1-URGENT,Clerk#000001543,0,"oxes? accounts lose? blithely regular packages sublate bold, final ideas. fi"
6622470,717587,O,160704.30,1/23/1996,1-URGENT,Clerk#000006064,0,riously regular platelets sleep carefully. slyly ironic
6622471,477346,F,117495.54,2/13/1992,3-MEDIUM,Clerk#000002359,0,"ckly! final packages boost. even, un"
6622496,753440,F,48226.73,2/1/1993,5-LOW,Clerk#000002834,0, solve blithely. fluffily final
6622497,60524,F,284269.73,7/20/1993,1-URGENT,Clerk#000004949,0,. enticingly even accounts are packages. slyly regular theodo
6622498,215299,O,404575.59,3/23/1997,1-URGENT,Clerk#000008008,0,"uriously around the blithely stealthy accounts. even, furious instructi"
